loanamount,termdays,referred,good_bad_flag,age_as_at_2017,bank_account_type,bank_name_clients,employment_status_clients,loannumber_trainprevloans,loanamount_trainprevloans,totaldue_trainprevloans,termdays_trainprevloans,closeddate_days,record_time,behind
Large,60,Yes,Good,Young_adults,Savings,GT Bank,Permanent,6.0,20000.0,22250.0,15,12,Yes,0
Medium,15,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,2.0,10000.0,11500.0,15,15,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,14,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Skye Bank,Permanent,2.0,10000.0,13000.0,30,31,No,1
Small,30,Yes,Good,Young_adults,Savings,Union Bank,Permanent,1.0,10000.0,11500.0,15,16,No,1
Large,30,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,11500.0,15,12,Yes,0
Medium,15,Yes,Good,Young_adults,Other,First Bank,Self-Employed,5.0,10000.0,11500.0,15,14,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,22,Yes,0
Large,60,Yes,Good,Young_adults,Current,First Bank,Contract,5.0,10000.0,11400.0,15,11,Yes,0
Large,30,Yes,Good,Young_adults,Other,Zenith Bank,Permanent,5.0,20000.0,24500.0,30,20,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Stanbic IBTC,Undisclosed,1.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,41,No,11
Medium,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,3.0,10000.0,11500.0,15,15,Yes,0
Large,60,Yes,Good,Young_adults,Savings,Diamond Bank,Self-Employed,10.0,10000.0,13000.0,30,27,Yes,0
Small,15,Yes,Good,Young_adults,Other,Sterling Bank,Permanent,6.0,10000.0,11500.0,15,4,Yes,0
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,7.0,20000.0,23800.0,30,21,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,3.0,20000.0,24000.0,30,25,Yes,0
Large,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,3.0,20000.0,23800.0,30,19,Yes,0
Small,30,Yes,Good,Adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,2,Yes,0
Small,30,Yes,Good,Young_adults,Savings,FCMB,Permanent,1.0,10000.0,13000.0,30,26,Yes,0
Large,60,Yes,Good,Young_adults,Other,EcoBank,Self-Employed,3.0,20000.0,24500.0,30,27,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,30,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,4,Yes,0
Large,30,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,2.0,10000.0,13000.0,30,19,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Diamond Bank,Undisclosed,1.0,10000.0,13000.0,30,32,No,2
Small,15,Yes,Good,Young_adults,Savings,First Bank,Permanent,2.0,10000.0,13000.0,30,13,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,21,No,6
Small,30,Yes,Good,Young_adults,Savings,FCMB,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Union Bank,Permanent,2.0,10000.0,13000.0,30,21,Yes,0
Medium,30,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,4.0,20000.0,24500.0,30,30,Yes,0
Large,60,Yes,Bad,Young_adults,Savings,First Bank,Permanent,2.0,10000.0,13000.0,30,29,Yes,0
Large,30,Yes,Bad,Young_adults,Savings,First Bank,Permanent,3.0,10000.0,11500.0,15,11,Yes,0
Small,30,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,32,No,2
Large,60,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,14,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,1.0,10000.0,13000.0,30,18,Yes,0
Small,15,Yes,Bad,Adults,Savings,EcoBank,Permanent,1.0,10000.0,11500.0,15,5,Yes,0
Small,15,Yes,Good,Young_adults,Other,Diamond Bank,Permanent,1.0,10000.0,11500.0,15,14,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Skye Bank,Undisclosed,1.0,10000.0,11500.0,15,8,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,13,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Fidelity Bank,Permanent,1.0,10000.0,13000.0,30,23,Yes,0
Medium,30,Yes,Good,Young_adults,Other,Zenith Bank,Permanent,2.0,10000.0,11500.0,15,11,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Keystone Bank,Permanent,2.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Bad,Adults,Savings,Keystone Bank,Permanent,1.0,10000.0,13000.0,30,38,No,8
Large,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,5.0,30000.0,36800.0,60,61,No,1
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,11500.0,15,16,No,1
Small,30,Yes,Good,Young_adults,Current,UBA,Permanent,4.0,20000.0,24500.0,30,34,No,4
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,53,No,23
Medium,30,Yes,Bad,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,11,Yes,0
Large,30,Yes,Good,Young_adults,Other,EcoBank,Self-Employed,4.0,20000.0,21750.0,15,13,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,34,No,4
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,29,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Zenith Bank,Undisclosed,1.0,10000.0,11500.0,15,16,No,1
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,14,Yes,0
Small,15,Yes,Good,Young_adults,Savings,UBA,Undisclosed,1.0,10000.0,13000.0,30,40,No,10
,30,Yes,Good,Young_adults,Other,Diamond Bank,Permanent,5.0,20000.0,21900.0,15,1,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Sterling Bank,Permanent,1.0,10000.0,11500.0,15,0,Yes,0
Medium,30,Yes,Bad,Young_adults,Other,GT Bank,Self-Employed,2.0,10000.0,13000.0,30,33,No,3
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,6.0,20000.0,24500.0,30,28,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,14,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Diamond Bank,Undisclosed,1.0,10000.0,13000.0,30,44,No,14
Large,60,Yes,Bad,Young_adults,Other,First Bank,Permanent,5.0,20000.0,24500.0,30,26,Yes,0
Large,60,Yes,Good,Young_adults,Other,FCMB,Permanent,4.0,30000.0,36800.0,60,44,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Self-Employed,2.0,10000.0,13000.0,30,134,No,104
Large,30,Yes,Bad,Young_adults,Savings,Access Bank,Self-Employed,2.0,10000.0,11500.0,15,37,No,22
Large,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,4.0,9000.0,10350.0,15,4,Yes,0
Medium,30,Yes,Good,Adults,Other,GT Bank,Permanent,1.0,10000.0,13000.0,30,7,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Undisclosed,1.0,10000.0,11500.0,15,15,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,24,Yes,0
Small,30,Yes,Good,Adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,12,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Heritage Bank,Undisclosed,7.0,30000.0,34500.0,30,30,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Stanbic IBTC,Permanent,1.0,10000.0,11500.0,15,14,Yes,0
Medium,30,Yes,Good,Adults,Other,First Bank,Permanent,2.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,FCMB,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Bad,Adults,Other,First Bank,Self-Employed,3.0,20000.0,23800.0,30,29,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,11500.0,15,20,No,5
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,26,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,4.0,20000.0,23800.0,30,37,No,7
Small,15,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,22,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,25,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,14,Yes,0
Large,30,Yes,Good,Young_adults,Savings,First Bank,Self-Employed,10.0,40000.0,44800.0,30,33,No,3
Small,30,Yes,Good,Young_adults,Current,First Bank,Permanent,1.0,10000.0,13000.0,30,27,Yes,0
Medium,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,6.0,20000.0,23800.0,30,25,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Diamond Bank,Undisclosed,2.0,10000.0,13000.0,30,34,No,4
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,14,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,1.0,10000.0,13000.0,30,25,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,FCMB,Permanent,1.0,10000.0,13000.0,30,21,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,UBA,Permanent,7.0,10000.0,13000.0,30,32,No,2
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,13000.0,30,30,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,4.0,20000.0,24500.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,EcoBank,Permanent,1.0,10000.0,11500.0,15,27,No,12
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,3.0,10000.0,13000.0,30,26,Yes,0
Small,15,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,39,No,9
Large,30,Yes,Good,Young_adults,Other,Access Bank,Permanent,4.0,20000.0,23300.0,30,20,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,13,Yes,0
Large,30,Yes,Good,Young_adults,Other,First Bank,Permanent,7.0,30000.0,34500.0,30,27,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,6,Yes,0
Large,60,Yes,Bad,Young_adults,Other,GT Bank,Permanent,5.0,20000.0,23800.0,30,32,No,2
Small,15,Yes,Bad,Young_adults,Savings,GT Bank,Student,1.0,10000.0,13000.0,30,48,No,18
Medium,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,3.0,10000.0,13000.0,30,21,Yes,0
Large,30,Yes,Good,Adults,Other,GT Bank,Permanent,5.0,30000.0,34400.0,30,28,Yes,0
Large,30,Yes,Bad,Young_adults,Savings,Zenith Bank,Permanent,11.0,30000.0,36800.0,60,62,No,2
Small,15,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,26,No,11
Small,30,Yes,Bad,Adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,32,No,2
Medium,30,Yes,Bad,Young_adults,Other,Fidelity Bank,Student,1.0,10000.0,13000.0,30,28,Yes,0
Large,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Large,60,Yes,Good,Young_adults,Other,First Bank,Self-Employed,4.0,10000.0,12900.0,30,19,Yes,0
Small,15,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,11,Yes,0
Large,30,Yes,Good,Adults,Savings,Zenith Bank,Permanent,6.0,20000.0,21900.0,15,15,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,25,No,10
Medium,30,Yes,Bad,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,9,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,47,No,17
Medium,30,Yes,Bad,Young_adults,Savings,Access Bank,Undisclosed,1.0,10000.0,11500.0,15,11,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,14,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,31,No,1
Large,60,Yes,Good,Young_adults,Other,GT Bank,Permanent,13.0,40000.0,48000.0,60,30,Yes,0
,30,Yes,Good,Adults,Other,GT Bank,Self-Employed,6.0,20000.0,24500.0,30,33,No,3
Large,30,Yes,Good,Young_adults,Other,FCMB,Permanent,5.0,20000.0,23800.0,30,19,Yes,0
Large,30,Yes,Good,Adults,Other,GT Bank,Permanent,13.0,30000.0,34500.0,30,28,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Union Bank,Student,7.0,20000.0,21900.0,15,15,Yes,0
Small,15,Yes,Bad,Adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,11,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Self-Employed,3.0,10000.0,13000.0,30,57,No,27
Large,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,2.0,10000.0,11500.0,15,14,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,4.0,20000.0,23800.0,30,24,Yes,0
Medium,30,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,32,No,2
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,11500.0,15,17,No,2
Small,15,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,25,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,3.0,10000.0,13000.0,30,29,Yes,0
Small,15,Yes,Good,Young_adults,Savings,EcoBank,Permanent,1.0,10000.0,11500.0,15,27,No,12
Small,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,2.0,10000.0,13000.0,30,34,No,4
Small,30,Yes,Good,Young_adults,Savings,FCMB,Permanent,1.0,10000.0,13000.0,30,25,Yes,0
Small,30,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,32,No,2
Small,30,Yes,Good,Adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,22,Yes,0
Small,30,Yes,Good,Adults,Savings,Keystone Bank,Permanent,1.0,10000.0,11500.0,15,27,No,12
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,15,Yes,0
Large,30,Yes,Good,Young_adults,Other,First Bank,Permanent,5.0,20000.0,23800.0,30,24,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Fidelity Bank,Permanent,1.0,10000.0,13000.0,30,22,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,0,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,21,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,EcoBank,Undisclosed,1.0,10000.0,11500.0,15,27,No,12
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,6,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,11500.0,15,17,No,2
Large,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,6.0,20000.0,23800.0,30,32,No,2
Small,15,Yes,Good,Young_adults,Savings,First Bank,Student,2.0,10000.0,11500.0,15,16,No,1
Small,15,Yes,Bad,Young_adults,Other,GT Bank,Permanent,1.0,10000.0,11500.0,15,19,No,4
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,4.0,20000.0,24500.0,30,25,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Skye Bank,Permanent,1.0,10000.0,11500.0,15,30,No,15
Large,30,Yes,Good,Young_adults,Savings,UBA,Permanent,6.0,20000.0,24500.0,30,28,Yes,0
Medium,30,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,3.0,20000.0,24500.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,13,Yes,0
Large,30,Yes,Good,Young_adults,Savings,EcoBank,Permanent,6.0,30000.0,36800.0,60,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,1.0,10000.0,11500.0,15,12,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,1.0,10000.0,13000.0,30,2,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,17,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Student,2.0,10000.0,13000.0,30,25,Yes,0
Medium,15,Yes,Good,Young_adults,Other,FCMB,Self-Employed,2.0,10000.0,11500.0,15,13,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Fidelity Bank,Undisclosed,1.0,10000.0,11500.0,15,15,Yes,0
,90,Yes,Good,Young_adults,Other,FCMB,Permanent,6.0,30000.0,34500.0,30,22,Yes,0
Medium,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,20000.0,22250.0,15,13,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,7,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,32,No,2
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Undisclosed,1.0,10000.0,11500.0,15,15,Yes,0
Small,15,Yes,Good,Adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,12,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Stanbic IBTC,Undisclosed,1.0,10000.0,13000.0,30,5,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,14,Yes,0
Large,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,3.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Skye Bank,Permanent,1.0,10000.0,13000.0,30,33,No,3
,90,Yes,Bad,Young_adults,Other,FCMB,Permanent,17.0,50000.0,55000.0,60,37,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Sterling Bank,Permanent,1.0,10000.0,11500.0,15,14,Yes,0
Medium,30,Yes,Bad,Adults,Savings,GT Bank,Permanent,6.0,10000.0,13000.0,30,31,No,1
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,38,No,8
Large,30,Yes,Bad,Young_adults,Savings,First Bank,Permanent,2.0,10000.0,13000.0,30,26,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,59,No,29
Medium,30,Yes,Bad,Young_adults,Savings,UBA,Undisclosed,2.0,10000.0,13000.0,30,32,No,2
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,2.0,10000.0,13000.0,30,47,No,17
Medium,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,14,Yes,0
Large,60,Yes,Good,Young_adults,Savings,First Bank,Permanent,2.0,30000.0,39000.0,60,47,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Small,15,Yes,Good,Young_adults,Other,Access Bank,Self-Employed,2.0,10000.0,11500.0,15,20,No,5
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,25,Yes,0
Small,30,Yes,Good,Adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Good,Adults,Current,Standard Chartered,Permanent,1.0,10000.0,13000.0,30,18,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,11500.0,15,7,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,2.0,10000.0,11500.0,15,13,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,14,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,13000.0,30,26,Yes,0
Large,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,9.0,30000.0,34500.0,30,9,Yes,0
Large,60,Yes,Good,Young_adults,Other,GT Bank,Permanent,6.0,30000.0,36800.0,60,59,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Access Bank,Self-Employed,4.0,20000.0,21900.0,15,13,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,4.0,10000.0,13000.0,30,26,Yes,0
Small,15,Yes,Good,Young_adults,Savings,FCMB,Permanent,1.0,10000.0,11500.0,15,17,No,2
Small,30,Yes,Good,Young_adults,Current,GT Bank,Permanent,1.0,10000.0,13000.0,30,4,Yes,0
Small,30,Yes,Good,Adults,Current,Sterling Bank,Permanent,1.0,10000.0,11500.0,15,12,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,7.0,20000.0,21900.0,15,10,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Stanbic IBTC,Permanent,1.0,10000.0,13000.0,30,18,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,11500.0,15,5,Yes,0
Small,15,Yes,Good,Young_adults,Current,Diamond Bank,Permanent,2.0,10000.0,11500.0,15,9,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,UBA,Undisclosed,1.0,10000.0,11500.0,15,13,Yes,0
Small,30,Yes,Bad,Adults,Savings,Skye Bank,Permanent,5.0,10000.0,11500.0,15,38,No,23
Small,15,Yes,Bad,Young_adults,Savings,Skye Bank,Undisclosed,3.0,10000.0,13000.0,30,69,No,39
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,26,No,11
Small,30,Yes,Bad,Young_adults,Other,First Bank,Permanent,2.0,10000.0,13000.0,30,28,Yes,0
Large,60,Yes,Good,Young_adults,Other,First Bank,Permanent,5.0,40000.0,48000.0,60,26,Yes,0
,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,16.0,50000.0,52500.0,30,26,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,15,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,9.0,20000.0,22250.0,15,3,Yes,0
Large,30,Yes,Bad,Young_adults,Savings,UBA,Student,1.0,10000.0,13000.0,30,39,No,9
Small,30,Yes,Good,Adults,Savings,FCMB,Undisclosed,1.0,10000.0,11500.0,15,15,Yes,0
Medium,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,1.0,10000.0,11500.0,15,12,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Diamond Bank,Unemployed,1.0,10000.0,13000.0,30,26,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Undisclosed,2.0,10000.0,13000.0,30,25,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,7.0,15000.0,17250.0,30,32,No,2
Large,60,Yes,Good,Young_adults,Other,Access Bank,Self-Employed,2.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Fidelity Bank,Permanent,3.0,10000.0,11500.0,15,15,Yes,0
Medium,30,Yes,Good,Adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,33,No,3
Small,30,Yes,Good,Adults,Other,Access Bank,Permanent,1.0,10000.0,13000.0,30,61,No,31
Small,15,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,11500.0,15,12,Yes,0
,60,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,5.0,25000.0,29000.0,30,22,Yes,0
Small,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,1.0,10000.0,11500.0,15,4,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Undisclosed,1.0,10000.0,13000.0,30,25,Yes,0
Small,30,Yes,Good,Young_adults,Savings,FCMB,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Wema Bank,Permanent,10.0,35000.0,38500.0,30,29,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,3.0,10000.0,11500.0,15,10,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,11500.0,15,25,No,10
Small,30,Yes,Good,Adults,Other,Heritage Bank,Permanent,1.0,10000.0,13000.0,30,49,No,19
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,5.0,20000.0,24500.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Other,First Bank,Permanent,6.0,10000.0,13000.0,30,27,Yes,0
Large,30,Yes,Good,Young_adults,Other,Zenith Bank,Permanent,2.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Stanbic IBTC,Permanent,1.0,10000.0,13000.0,30,19,Yes,0
